logFC,AveExpr,t,P.Value,adj.P.Val,B,feature,dir
-0.0294832413198208,0.567006642024542,-12.4651276466892,5.36002183759335e-33,1.60800655127801e-28,63.3932603945487,cg10501210,down
-0.0236818165373752,-4.2223041694339,-8.79162322638336,7.45911682317618e-18,1.11886752347643e-13,28.8148616040904,cg05412028,down
-0.0161567049902276,-0.419821918687477,-8.16824800203717,1.06187908589943e-15,1.06187908589943e-11,23.9206038524849,cg02872426,down
-0.0221784762845175,-3.08981947422422,-7.45692852935519,2.09352453416688e-13,1.57014340062516e-09,18.7169211582017,cg20059012,down
-0.0201924739987989,-5.37230457745639,-7.36509309322862,4.02011242893621e-13,2.41206745736173e-09,18.0754435082835,cg26487948,down
-0.0156740489039533,2.43427908964507,-7.0640770986506,3.25069913395832e-12,1.62534956697916e-08,16.0223739400224,cg01054110,down
-0.0155065638932555,-3.48041691909366,-6.82072835832537,1.66730548793991e-11,6.25239557977467e-08,14.4186906433073,cg19442545,down
0.0159236611610486,-3.82360134758517,6.82532472772998,1.61734482805574e-11,6.25239557977467e-08,14.4485126357556,cg21159778,up
0.0190028340044805,-5.80252126683914,6.79890052091182,1.92599831070681e-11,6.4199943690227e-08,14.2773152451837,cg12943155,up
-0.0162853458354334,2.39664316238501,-6.59852374579642,7.10520947639495e-11,2.13156284291849e-07,12.9986513653773,cg05898618,down
-0.0158164654003043,0.329609293075983,-6.33419091502728,3.77506199426578e-10,1.0137024462475e-06,11.365059865655,cg08993878,down
-0.0156624248395545,-4.85283359542407,-6.32266315379976,4.05480978499e-10,1.0137024462475e-06,11.2952042468712,cg03297163,down
-0.0151186672003077,1.76659252328362,-6.30463911347649,4.53329489113012e-10,1.02283064853445e-06,11.1862158601377,cg14217861,down
-0.0170303069945319,-4.17540427281899,-6.29629101344191,4.77320969316077e-10,1.02283064853445e-06,11.1358327255611,cg26154534,down
-0.012558658367996,0.222502678842112,-6.19045858016588,9.13060826512587e-10,1.82612165302517e-06,10.502407519941,cg08309069,down
-0.0164976994489457,1.51183734101551,-6.14145999545194,1.22887327123057e-09,2.30413738355733e-06,10.2124796128564,cg25677261,down
0.0183643527851299,-2.22069167130799,6.06816638340881,1.90901932759626e-09,3.36885763693458e-06,9.78275126724491,cg04238038,up
0.0186928117523086,4.03699198456234,6.05130686646384,2.11121084533032e-09,3.51868474221721e-06,9.68457401024253,cg00327072,up
-0.014001603051837,-3.5192561331224,-6.03311953593865,2.35275755262259e-09,3.67446720426524e-06,9.57894674162405,cg04186657,down
-0.0145685229700183,-4.54313540867544,-6.02633193828041,2.44964480284349e-09,3.67446720426524e-06,9.53960123548764,cg15838173,down
0.0196434038055158,-0.773801693061692,6.01031026394012,2.69403723740044e-09,3.84862462485777e-06,9.44689073917466,cg27436995,up
-0.0136216137705664,1.95423511090755,-5.94151108748501,4.04260073643339e-09,5.51263736786372e-06,9.0513691431085,cg24134897,down
-0.0180069429393189,3.52413543463759,-5.791294312343,9.66781109936927e-09,1.24572721434895e-05,8.20242758958522,cg00685614,down
-0.0127781396115321,-1.21297500324938,-5.77888027601085,1.03810601195746e-08,1.24572721434895e-05,8.13317171447326,cg10482057,down
-0.0139774724150902,0.122273572337396,-5.78449777431454,1.00521776132014e-08,1.24572721434895e-05,8.16449373742619,cg03274391,down
-0.0139501880222109,2.94816916047126,-5.73803886776044,1.31079660628685e-08,1.51245762263868e-05,7.90629777868258,cg20979921,down
-0.0160512213018436,3.53151896402541,-5.5960495853183,2.91600929458424e-08,2.91553445564163e-05,7.12919670252397,cg20792436,down
-0.0152307119440579,2.5023084443867,-5.59085620468449,3.00154835917613e-08,2.91553445564163e-05,7.10111737096635,cg02024925,down
-0.0122108248119494,2.07110274166354,-5.59018864376094,3.01271893749635e-08,2.91553445564163e-05,7.09750979634739,cg26701785,down
-0.012482290927594,1.60781306121719,-5.59536113027596,2.92721096355471e-08,2.91553445564163e-05,7.12547299797308,cg13001142,down
-0.0132757219907561,-0.250194966397812,-5.59220675912107,2.97907191868343e-08,2.91553445564163e-05,7.10841714792696,cg01620164,down
-0.0119229926485187,-0.157190505581788,-5.56302537314648,3.50315924107041e-08,3.28421178850351e-05,6.95105721427114,cg14018024,down
-0.0129803336226261,-1.59759743399438,-5.54683170576998,3.83156304825643e-08,3.48323913477857e-05,6.86406466604101,cg11201654,down
-0.0130325971039505,2.45322648622721,-5.52725330896006,4.26867640560497e-08,3.76647918141615e-05,6.75920546033613,cg01077178,down
-0.00999165084989395,0.958094337462282,-5.45778680418206,6.24577384291196e-08,5.35352043678168e-05,6.38994820743332,cg01561629,down
-0.0131992256076002,-5.16628933053167,-5.43581351765315,7.03864103118309e-08,5.86553419265257e-05,6.27405602690114,cg14339287,down
0.0118442090557193,-2.54486897966419,5.40264868519677,8.42322742607987e-08,6.64991638901042e-05,6.0999659368391,cg13558371,up
-0.0152953278516938,-5.68998881046268,-5.40325645116347,8.39562604473019e-08,6.64991638901042e-05,6.10314726996378,cg15262954,down
-0.0173966429966615,-3.72857884056579,-5.36581107858162,1.02710234966651e-07,7.90078730512701e-05,5.90776675063761,cg04255276,down
-0.0124329693936902,2.36833279920599,-5.3483016536308,1.12816734790346e-07,8.46125510927598e-05,5.8168440742272,cg09959150,down
-0.0150608416052107,-1.81576182662717,-5.339303197696,1.18379179117302e-07,8.66189115492451e-05,5.77022546329123,cg05401945,down
-0.0131583449130109,-3.87688194474517,-5.32161280644677,1.30099855941975e-07,9.29284685299822e-05,5.67879098664874,cg11153400,down
